Country,Category,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Benin,Metal ores,112695,150580,197772,223413,236161,264795,280116,267077,315362,483868,598290,597792,585033,436158,413140,398778,399639,393282,368447,341796,342882,378967,481720,479715,501132,477654,584402,592449,997747,592238,514679,722339,740880,680940,575653,950578,704248,1366191,776431,788973,891221,866353,771178,1019728,1365323,982054,1036029,1112765,1031346,976916,898683,1034542,1002859,1036197,1073460
Benin,Non-metallic minerals,1070388,913216,988871,1112603,777541,790671,827451,851083,960240,990193,2640319,2701372,2721162,2700362,2869748,3023740,3287955,3471093,3114574,3406021,4057598,3828758,4507582,4759866,4376082,5203229,4193416,3815825,3173001,3987026,4883591,8645515,6974861,8744129,7242401,9170827,12031133,17142299,13864895,14365401,14383220,18203818,16869707,14941344,15890074,13346563,11175040,14101632,14640684,14240220,16447237,15139885,15476329,15905303,16699380
Bhutan,Biomass,2431520,2385775,2345277,2350089,2426595,2341027,2347380,2387781,2396727,2434346,2469663,2554110,2640888,2705339,2758686,2710913,2760981,2825953,2681583,2646140,2508472,3243161,2882570,3271555,2734195,2468036,2647911,3798054,3355202,5721588,2812721,3034495,4110985,3465638,3336618,2524431,1616219,1874699,1709643,1767603,1789998,1966232,2006857,2485214,4060303,3965466,3903674,4507000,4715277,4005297,4063606,3764417,3760257,3712425,3684753
Bhutan,Fossil fuels,57220,57788,56748,56383,59543,55898,57809,58832,53112,56823,62165,67166,69903,74795,79079,83617,91825,102919,109160,108509,74126,114288,764438,248805,120009,128817,138536,151696,215860,294103,253213,250620,319373,359472,435283,452355,361181,437703,463391,561657,716731,757480,708187,677710,761725,872896,835998,834083,821926,739592,813474,810757,820401,833760,847901
Bhutan,Metal ores,66005,67553,79824,81806,84372,72413,69141,67130,54635,54350,60567,69892,75718,80023,79357,87343,93302,94381,93895,92502,65631,110847,265224,150680,122461,154765,145160,194290,243334,342021,269527,333436,389546,395034,520768,488289,410057,424164,402984,570711,724742,776774,628256,418605,510351,624304,491764,492853,434492,380585,356486,301056,305109,307743,318845
Bhutan,Non-metallic minerals,211299,290532,328381,440155,474379,420494,664254,908733,1019143,1136912,1567376,1702058,1719694,1500721,1537385,1889560,2363752,2731335,3009597,3344161,398243,9656861,1663403,816931,640402,634229,735435,801564,954395,896676,986062,910685,1743621,1767612,1649060,1215053,669769,1011938,1807132,2139840,6281489,5461105,5618361,6065562,9433126,10968293,12459421,12134754,12378631,11541907,12993136,13477293,13992843,14578357,15112389
Bolivia,Biomass,24172712,24568271,25976578,27563882,29805607,31446322,33332093,33828495,36521009,37007155,37445809,37739136,37963502,38471613,37858222,40535348,37647728,38334947,38795720,39715089,36982799,37651697,38156669,38895748,40000099,28144697,44110292,43347179,45041749,47246143,48928664,46992784,50083595,46133406,40294688,48180382,49138523,51806369,52876216,60043002,56703595,58587953,58262843,59764794,63147571,72112895,77125496,80488232,85687948,87540673,89165958,91970425,93539752,94662706,93918675
Bolivia,Fossil fuels,2263165,2651772,3355028,3502545,3890345,3686212,3828642,3560229,3466735,3392530,3479884,3712128,3910303,3766094,3777773,3743281,3537491,3456722,3396168,3515052,3179995,2885042,3147922,2865841,2899854,2655749,2888487,2809277,3043353,3493258,2845852,2533566,2587570,2426420,2070399,1911531,1599473,1764461,1947774,2242324,2248455,2392181,2316640,3293619,4112632,5576990,5432079,5580080,5425469,5488186,4686916,4998710,4978470,5092667,5112817
Bolivia,Metal ores,795930,814278,1545845,1548531,1676159,1695174,1912641,1733293,1583607,1553435,1581861,1810713,1849361,1948119,2094859,1944648,1758827,1787410,1858921,2003417,706365,706837,844194,1072374,1361167,940871,1068583,1219915,1623955,1681348,1464027,1342036,1376043,1346174,1262736,1302374,1499057,1652286,1756631,1806360,1807355,2211026,1765219,2676607,3289620,3581733,3363567,3550900,3623783,3621936,2860301,3307475,3370698,3426064,3527042
Bolivia,Non-metallic minerals,1786192,1866911,2106975,1953870,2804260,3246992,3354186,3546107,3713019,3819780,4038595,4686776,4527733,4800701,4654552,5384192,4627199,5269265,5874533,6275486,4812228,5098694,5339030,7854822,8108080,8464914,9273589,9944593,12142768,11684610,10797903,10111234,10873281,10817454,11596405,13627236,14997989,16214926,17160416,20671213,21570573,27638675,28099649,31135430,35947507,43241226,38976343,39795318,44583615,47043554,39688038,42606025,44737005,46530894,47591630
Bosnia and Herzegovina,Biomass,,,,,,,,,,,,,,,,,,,,,,,9701664,8185729,7361062,6589829,6723297,9726291,10415862,10607120,9088543,9885377,11181256,9685431,11393882,11334434,11489724,10401248,12214158,11021557,10084578,10730532,9533601,10551777,10418354,10236467,11265003,9574492,10733302,11091538,13566613,10570017,10769969,10829123,10901818
Bosnia and Herzegovina,Fossil fuels,,,,,,,,,,,,,,,,,,,,,,,14529641,8212498,5336087,4044930,5231327,4460668,6621656,7168796,7519657,7277917,7807596,8493538,9781861,9295342,9147931,10055280,11943213,11078611,10443125,12254996,11247290,11133521,10129756,18226822,19483536,19885774,18970673,17977439,18000941,15809863,15942196,16206386,16108998
Bosnia and Herzegovina,Metal ores,,,,,,,,,,,,,,,,,,,,,,,2716590,1979216,1635512,1027906,2454551,2835681,3982000,3841895,3759771,2497823,2690275,2809057,2149368,2185900,1739584,2064480,2365747,1377446,1580946,1407141,1219593,1227338,1390927,1186527,1214377,1361297,1379170,1337118,1302025,1357280,1364914,1433224,1478122
Bosnia and Herzegovina,Non-metallic minerals,,,,,,,,,,,,,,,,,,,,,,,11435312,10346107,9227393,7854995,8269669,8238960,10340125,10092323,12338848,13394126,15978075,22282534,21608759,23444636,22941952,25330474,29828024,21275005,19653973,19571523,20524960,17800956,17078246,18375074,17518609,17869083,19044826,18523931,20918947,19931445,21012716,21994441,22950851
Botswana,Biomass,1192843,1591893,1631656,1496439,1958764,1862390,2187320,2150982,1956674,1882106,2145927,2325545,2132180,2038174,2038067,2044754,2123714,2246315,2698087,2894275,2612971,3056012,2593878,3095800,3235920,4088455,3638906,3911855,5419364,9509566,7437752,5403454,3932280,5444238,5316153,4938431,4177011,3947813,6329605,7615971,7157661,7419822,6509395,4630425,5459676,4733882,4512381,4245172,5314372,5851826,5712284,5532232,5617388,5684663,5686612
Botswana,Fossil fuels,523657,570809,570437,654636,672303,612014,612991,605135,553577,588462,587474,655364,665330,693672,684280,637558,668916,749878,804135,955196,1100587,996939,1141606,1163212,1191704,1280497,991480,1278759,1608329,1623270,1545248,1493178,1222403,1363335,1702766,1372714,1538922,1674809,1885630,2252019,2165561,2503995,2868414,3374612,3221089,3331526,3433424,2664607,2904450,2986907,2685854,2375889,2363423,2330195,2274689
Botswana,Metal ores,491981,503834,590010,674568,734176,720034,644491,622032,638589,702570,807433,848219,738550,767351,876109,821861,894048,979774,1026230,1245195,1360803,1133980,1159221,932561,975383,1198376,1312251,1522141,2368275,1735600,1376756,1325902,1542509,1947497,1953903,1632964,1980670,1882183,2935114,3981696,3644035,3711533,3451087,3690234,2958704,2517828,2079846,1844770,1954302,2292192,2169137,1947879,1945326,1940605,1921982
Botswana,Non-metallic minerals,960800,1001222,1047353,1185270,1302056,1246623,1231173,1297925,1359904,1516459,1948116,2172512,1992974,1977265,2062869,1792261,1927159,2199713,2431135,3155388,3364055,3198779,2991503,2668012,2684548,3819654,2497798,6084971,4560732,3677069,3475455,3660905,3502530,3933725,4568993,3941337,3606676,4040892,4367410,5194990,4588258,7086367,6375110,13033425,8069310,4877533,10533237,4782869,7434545,5855110,4694212,3936448,4126878,4176312,4287398
Brazil,Biomass,591597420,606285394,636826373,660038626,698579550,713053129,777034178,831018045,821167458,855668551,921016437,960703930,1022351335,1035665282,1075737001,1137960901,1131386609,1209042568,1209150980,1257379034,1248790859,1264198697,1276662828,1223907048,1316394264,1354317235,1319142846,1362371473,1369848987,1343636011,1353945812,1404367497,1476523298,1594711605,1645029874,1658415489,1767990965,1946683068,2130101347,2154865977,2296289234,2377803432,2341464759,2437091008,2402872282,2347528887,2409680750,2417627251,2346277911,2398673621,2418719463,2304567969,2309835690,2311713667,2318422423
Brazil,Fossil fuels,25498470,26518812,28768549,32526467,35813326,34806876,38752466,40346157,39208151,41254916,38487317,42972621,45642793,42032572,48936298,54036674,57452985,57214146,58145206,65822003,64236949,67610475,70508471,65636338,74284839,88094492,94293193,105267699,111468528,105703606,116344938,117518509,114624068,112708832,112512815,131859050,144135102,159616951,190392547,183036186,208915780,217072948,218483083,231221078,237411031,210222134,196006423,207127854,212836981,230455562,214591904,226976000,237796768,243540848,244973833
Brazil,Metal ores,22234666,22726659,24706764,31127732,42377948,49591389,54205550,50584893,51338947,56641654,57673423,60835639,67683555,60434928,71991650,83671456,86256224,90632383,99936144,105255610,120867723,106399792,109206135,100100444,102120283,113209333,114323629,112196560,122597140,108867107,111367416,105860344,87465074,89860829,97372184,109887285,121328529,175922941,201886350,167312295,217110778,217046881,198274897,215755693,217541842,167546962,144732895,147023362,153136830,144313960,130532745,139050738,148945826,153773011,158312654
Brazil,Non-metallic minerals,55126723,62533518,74576789,92105716,98302392,128396185,179981213,183337049,256953698,284317952,304101227,334986611,313784359,235174254,239543515,284631468,321496284,329232311,332648852,342306506,377797364,360421925,355250570,354361473,366133408,398178650,443021043,471883100,507021324,481692366,468746794,444480439,413575878,352241997,347160040,387809576,476266226,540483893,580235719,587360375,676681586,953146121,1042281375,1037026433,946849043,872704191,831557534,802230589,796210722,811444613,816823206,821732155,852387450,879533024,910872191
Brunei Darussalam,Biomass,1113641,1141780,1141350,1224932,1415577,1452395,1521654,1559502,1542205,1640540,1846052,1861419,1907362,1805307,1861348,1832572,1632736,1656766,1645937,1729675,1608817,1982262,2828609,2618558,2751631,2896652,2499163,3165632,2675684,3353592,3431751,3436603,3386424,3658934,4663840,3812833,4444236,3765884,3287058,2954282,2736879,3627542,3998769,4097561,4134188,3280654,3149911,3329396,3675350,4046004,2127129,2800766,2875563,2771751,2794357
Brunei Darussalam,Fossil fuels,1185381,1155017,1640628,2357977,3513801,3327104,4059958,4391599,4219527,5569575,6981811,4724519,4699287,4272398,4019117,3737314,2284245,2197247,1863244,2007885,2588233,1762689,2872737,3018195,3614539,2063392,2163998,2293910,3333404,2073677,1829717,1556050,1870506,2164588,2371455,2529054,2623524,2703499,1972685,2006925,1727023,1854761,2083918,2536678,1672067,3509697,2631543,2360258,2503659,2456522,2441654,2032731,2032338,1993022,1995738
Brunei Darussalam,Metal ores,221772,221180,230509,253737,308311,296667,320093,318889,312322,360223,453153,450750,450924,430306,456487,459505,405203,420264,420082,438824,503017,375266,609940,599672,569760,692950,698579,777011,630775,563816,593327,518514,595032,507918,472985,492076,562808,662188,668707,582785,548982,831495,1035196,1261799,827637,806491,629697,631403,856309,922564,902870,1033630,1036242,1007181,1028924
Brunei Darussalam,Non-metallic minerals,776676,818849,934813,838806,1178309,1422959,1444408,1652996,1424248,1482995,2443651,2152089,2688259,2597108,2424936,2528282,1836509,1910662,2361918,2543640,2736385,2687813,3084007,4476803,4261894,4580817,5629379,7600915,4099428,3767493,4034544,3762283,4504286,4366922,3642296,3693752,3395218,3505108,3240359,2917735,3002577,4197305,3884726,5218788,3736567,3520613,2538838,3113635,2916009,2882623,3086840,3301615,3485344,3474617,3595560
Bulgaria,Biomass,37350627,37397837,40368748,38621931,36693108,38582354,41263556,38604251,38690541,39004146,37102207,39779093,43736882,38659460,42269710,33762856,39084211,35623901,35941889,39587014,37519865,31875595,26006657,22276953,21619026,23129584,15861814,20649296,19768593,22145707,19064091,22425983,23605127,19339441,24932203,20709870,20303923,16338979,20419729,18641690,18427386,17676668,16797552,19358649,19241849,17649562,17896452,19312780,20069931,21263765,18141953,22496375,22772804,23039091,23193202
Bulgaria,Fossil fuels,34289700,32795358,32570543,33200354,30566268,31465992,30154155,29109618,28964731,26873056,28174224,27572015,30099383,31309692,33822683,32326284,34726148,35819833,35111732,35486002,38551332,16746990,21092195,23002152,19660691,22041025,19679014,21097822,23841966,24359822,25203810,25995655,25788708,27565992,28213957,29874277,33201868,39970014,41910958,38460117,37904984,41487291,40578043,37822697,40322490,42188285,38336713,41214761,39496625,37020134,34013449,41513276,39779839,42248376,42262586
Bulgaria,Metal ores,7110074,7412149,7853004,7655234,7384494,6503470,6573256,6096837,5987441,4532909,4473919,4680227,4901787,5376144,5356353,5521437,5528533,5531555,5515418,5018072,4884833,2252758,2083900,2163832,2686372,3010892,2397134,2971211,4355223,6068368,7440423,8313151,8261685,8241906,7018039,9102349,9107457,8533361,8568408,6758277,5792925,5339700,5287998,5474213,5721975,5711838,5238376,5157947,5407818,5483109,6262833,8399860,8517947,8901914,9189074
Bulgaria,Non-metallic minerals,24715178,26229826,27690439,29795423,30728398,30829529,31910546,34486164,36530777,31079744,31906595,34293052,35683326,36392408,37471814,35742082,36261299,34674168,35159010,33780698,27718984,14969707,12054033,12367422,14799083,16113029,9264826,9433641,12533456,14747121,15843014,17979133,18808424,16357234,19447286,24531115,31618382,33843725,37516588,28514839,22706687,25063128,23530605,22516673,26428247,30308594,24664251,24282851,27898210,27312487,27918908,31285268,32465054,33871998,35290581
Burkina Faso,Biomass,6583219,5830113,5770465,5447019,6548347,7496795,6422863,7003192,7412616,7713790,7254977,8274995,8081666,7550881,7340300,9660182,11212253,10195930,12244100,11622601,9773731,14374290,14965982,16758243,15104431,16985502,19662518,18113845,19923215,22354926,17172576,21171316,21560535,23402725,20479473,27130113,26830643,21213663,28349039,23278342,27491972,24451750,32233535,30823566,28374234,26045293,27797674,27144818,33045320,32599804,32492282,32642631,32715993,32681424,33400996
Burkina Faso,Fossil fuels,372618,398028,438942,480991,503804,494847,550676,600406,610163,702482,655641,550304,517183,494014,500800,526765,574532,572233,608734,651399,584791,714135,652826,715175,522637,739599,907379,893927,938633,908060,641990,547364,578900,565278,840698,727424,681546,772484,788322,832262,771833,830045,948492,1323513,1212873,1392367,1376425,1717879,1443965,1548634,1525145,1780575,1684462,1762211,1795238
Burkina Faso,Metal ores,220972,213343,231234,240526,242749,241646,238787,230499,232031,253655,249636,236003,219309,208922,218140,234683,253728,265933,271249,273742,244858,272264,323404,316509,220328,316861,337327,316262,386072,353543,352432,376039,334892,326328,377302,348878,385401,452986,477492,408722,471542,518317,580909,690337,580137,662763,724875,788942,816366,926996,809882,957590,927500,955071,990607
Burkina Faso,Non-metallic minerals,861456,937141,1029911,1141147,1208446,1189852,1210265,1366473,1563195,1816376,1830069,1610128,1720380,1409679,1444912,1624672,1955291,2098637,2264391,2262687,2184576,2394938,12649080,2790935,2529208,3520459,3694887,3691624,3882470,3943820,3844601,2820889,3186519,5772882,6479408,7003961,7112332,8799999,9155015,8836536,9244686,9675346,13482151,13557508,11296271,12877872,6183302,19201831,9124044,15593620,10356512,10572003,10714032,11419857,12372090
Burundi,Biomass,8300762,8366591,8141471,8596467,8314411,8867870,8948384,9064888,9218824,9280749,8998191,9052971,9088627,9116430,9333277,10183277,10729211,10729675,10988896,11067895,12068678,11611536,11879813,12235874,11481587,11513957,12432151,12255133,11885154,10802261,10922992,13088705,13491752,13001986,13525469,14171832,14420680,14501751,14568284,14872726,15749143,16290064,12461890,16912083,15795745,15360195,16897710,16531948,18380096,16753185,16372134,16304939,16359981,15966860,16165866
Burundi,Fossil fuels,547608,529734,465092,478798,518430,549142,596193,633187,598746,670539,734446,808740,808838,814178,820046,896718,826867,750130,743680,769349,1298160,240560,285878,242471,172634,143688,84528,73319,91000,72217,71233,69518,72171,71298,77927,141622,188050,193208,187883,193956,199850,227410,252202,273616,301191,257243,234458,293629,288114,288677,309563,303098,296597,280932,274682
